type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127
0,0.0014842256,0.004833213,-0.011810207,0.00012983684,5.579296e-05,-0.0020337198,0.0072423015,-0.0035298746,-0.011984823,0.011078389,0.010294436,0.005460229,-0.012930047,0.0007290887,-0.0012892389,-0.010128679,-0.0038148116,0.004631087,-0.017276052,-0.009885266,-0.0035910944,0.005545579,-0.0047195824,0.0061176703,0.0012938762,-0.0131804785,-0.015295426,-0.009427585,0.0024980505,-0.0043338644,-0.00064640434,0.004693725,-0.006370059,-0.008729212,-0.0074054194,-0.008477616,0.0036614735,0.0055480124,-0.0021145116,-0.0064618434,-0.0075661256,-0.013226722,0.0028856301,-0.011117511,0.0048471633,0.0008606407,-0.00025569787,-0.0008680419,-0.007946255,-0.0053036297,-0.00030906723,0.0039736377,-0.014087617,-0.0132718,0.00025003933,0.015474467,0.009026994,-0.007449209,-0.01287291,-0.005493768,-0.0014372986,0.005531953,-0.008366568,-0.011561343,0.0049080057,-0.0053265104,-0.0044114087,-0.0075656883,0.004763989,-0.011393013,-0.008891179,-0.0072760624,-0.011331288,-0.009538776,-0.010027011,-0.0040309303,-0.01252667,-0.016674977,0.0021724273,-0.0030973554,0.012311378,0.006256479,-0.0071836356,-0.0152006,0.0005804185,-0.00603123,-0.010216664,0.0026049388,0.0008698755,-0.0034187962,0.007997708,0.006899785,-0.0073568667,-0.0043536564,-0.002879586,-0.00095504697,0.012681403,0.011490741,0.009460668,-0.0027970413,-0.014407438,0.002581701,-0.0052868496,0.0021534564,-0.0059246537,0.0020775287,-0.0029829293,0.017902346,0.00266713,0.0077209314,0.009056494,-0.0066971593,0.004487416,0.007075388,0.00865517,-0.011882259,-0.013179102,0.0019348527,0.01884562,0.005947423,0.017794752,0.0138330925,-0.0068930713,0.000982604,-0.012905274,-0.00420639,-0.0023660113,0.012504352
1,0.04764555,0.07134884,-0.03101761,-0.052002855,-0.022216884,-0.013319904,0.1172933,0.003299988,-0.034718983,0.07953291,0.05772315,0.011174156,-0.0711806,0.026669791,0.012447414,-0.03392791,-0.046059262,-0.018922202,-0.07815635,-0.051241443,-0.004847671,0.024335409,-0.004709853,0.040691346,-0.020622618,-0.062483646,-0.0736141,-0.009395582,-0.010311,0.029978665,-0.046858102,-0.007688231,-0.0042121764,-0.03808228,-0.04544861,-0.081142955,0.040968668,0.093974665,0.0010161186,-0.06810389,-0.05505999,-0.06314146,-0.00045047898,-0.037693013,0.024629937,0.040311642,-9.2749615e-06,0.008073112,-0.09275026,0.004951196,0.0065323813,0.03230222,-0.06755114,-0.0623137,0.0083051305,0.06725401,0.07451526,-0.07555594,-0.069913715,-0.10042173,-0.023621215,-0.012532627,-0.10138128,-0.062109616,0.029409602,-0.008526311,-0.075522326,-0.07006444,0.057445634,-0.058691673,-0.019240538,-0.04916758,-0.04159555,-0.026326608,-0.02418356,-0.049271505,-0.053249326,-0.087676995,0.011562577,-0.04322221,0.049951073,0.025314003,-0.0054516545,-0.11690935,-0.05049107,-0.06914408,-0.095866516,0.059374962,-0.036393818,-0.04106746,0.113590024,0.012250657,-0.005801917,0.009288927,0.011910462,-0.06534239,0.07945423,0.10946808,0.020085964,-0.034555662,-0.08641952,0.043204304,-0.009162558,-0.011280977,0.002940473,0.02352501,-0.019286504,0.10236335,-0.028195992,0.03681835,0.07516347,-0.029032625,0.056688663,0.098933816,0.020413069,-0.039631817,-0.04684625,0.020111343,0.12851198,0.0021281585,0.083126396,0.06609373,-0.024071623,-0.053370636,-0.050314676,-0.040111255,0.020797769,0.11195881
10,0.008996802,0.01337937,-0.0021094205,-0.0047822194,0.0009456007,0.0047304872,0.018742224,0.0022324466,-0.0059380354,0.013351509,0.013491327,0.009043314,-0.0043134806,0.006732171,-0.0065776776,-0.00041767268,-0.0068886075,0.0005027142,-0.0046293726,-0.008825319,-0.007399279,0.0014591066,-0.004247468,0.0010330398,-0.007506899,-0.0026179568,-0.007931545,-0.0014516298,-0.0050026947,0.010313094,-0.0046047177,-0.0026238752,-0.008504773,-0.0028469963,-0.0122280065,-0.013199398,-0.0024175849,0.012969649,0.0072842203,-0.0030483652,-0.008351097,-0.008259525,0.007272026,-0.009655114,-0.00040536732,0.010171687,0.0007197042,0.006945093,-0.012971106,-0.0035984828,0.002098802,0.0108589865,-0.006335973,-0.01163823,0.0010711263,0.0008016865,0.015497664,-0.0038134537,-0.0055882996,-0.01597114,0.0015117154,-0.0003825005,-0.008994029,-0.0024140528,-0.00043661502,0.0029001117,-0.009268153,-0.0011062752,0.0065191174,-0.00038848064,-0.0041120425,-0.008840141,-0.0022722417,-0.008386813,-0.0050895116,-0.0052865245,-0.0059747663,-0.0056345747,-0.0009794997,-0.0049050036,7.4185373e-06,-0.0019814349,0.00030164278,-0.016567862,-0.0070227245,-0.0030961363,-0.016517142,0.011246977,-0.0073014065,-0.010139142,0.0075900625,0.005073456,-0.0024694856,0.008688024,-0.0037262905,-0.0043073804,0.009582299,0.017305808,0.0018519586,-0.008136887,-0.017244296,0.009152654,-0.0065461467,-0.0026601912,0.0018483562,0.01098501,-0.0046813125,0.010940483,0.0013320226,0.008715082,0.006484188,-0.0064462204,0.0028456522,0.016589947,-0.0024505365,-0.0097205825,-0.009793052,-7.231689e-05,0.022046864,-0.0013234691,0.017820487,0.002677258,4.1750056e-05,0.0012615134,-0.013024852,-0.005588159,-0.003993713,0.018527478
100,0.07995855,0.14147905,-0.06781096,-0.08862266,-0.041676614,-0.043485213,0.20807408,0.008508338,-0.06905967,0.13735743,0.10496195,0.03217755,-0.13846517,0.0538264,0.01788634,-0.04639449,-0.086057894,-0.041610625,-0.14597513,-0.10341685,-0.014504723,0.045826733,-0.003947249,0.06840461,-0.048352987,-0.093424216,-0.122730814,-0.025845397,-0.013363377,0.04429992,-0.069149226,-0.004296328,-0.026261043,-0.071473755,-0.09175498,-0.13347512,0.06539846,0.1776103,0.01232294,-0.116796985,-0.08900327,-0.10412463,-0.00549816,-0.06709856,0.03883964,0.068629906,-0.0027951705,0.020033967,-0.17545079,0.023094682,0.019190855,0.06607204,-0.12925331,-0.11887694,0.03041348,0.12383996,0.13312131,-0.13801809,-0.12864761,-0.18608187,-0.06455585,-0.0218332,-0.1591992,-0.12388494,0.046492387,-0.023971992,-0.12480825,-0.13749199,0.09690354,-0.0940199,-0.038052917,-0.09755908,-0.054846305,-0.03546184,-0.054125756,-0.07445127,-0.10405426,-0.15451138,0.004446993,-0.06050993,0.0843631,0.042742487,0.006186531,-0.20800757,-0.07624965,-0.119909,-0.1680526,0.08743541,-0.06316501,-0.07217165,0.19985704,0.030494506,0.0020095895,0.018888881,0.010895848,-0.13198003,0.14349979,0.19041164,0.035739116,-0.074890554,-0.13918513,0.06316924,-0.0115685,-0.01828097,-0.014171283,0.060813982,-0.024283035,0.16804475,-0.03573743,0.064922385,0.1310059,-0.044400144,0.08019044,0.16640523,0.02334854,-0.073822044,-0.077611916,0.030120771,0.22712299,0.00087311765,0.16228259,0.13363874,-0.030955171,-0.08034436,-0.087137215,-0.065027215,0.034544814,0.19540714
101,0.08429955,0.1282056,-0.06166112,-0.08706826,-0.04143752,-0.0275408,0.20927748,0.011929428,-0.057094175,0.12683484,0.102113016,0.026269894,-0.13526565,0.039505497,0.008926802,-0.048829373,-0.084479704,-0.036065158,-0.13312319,-0.10422037,-0.0048118006,0.05375791,0.0044182786,0.064419225,-0.043571346,-0.09847653,-0.1205753,-0.023527615,-0.020010158,0.031960696,-0.068502426,-0.014022691,-0.016757637,-0.070631675,-0.08396579,-0.13919841,0.06619626,0.17094013,0.012551863,-0.10376731,-0.08091502,-0.1110645,-0.0062205857,-0.0716613,0.033981703,0.06931441,-0.0046583964,0.007926352,-0.16115107,0.013378852,0.010127753,0.06130456,-0.12231751,-0.111741036,0.03161726,0.118622266,0.14038588,-0.13503194,-0.12386085,-0.17581695,-0.05957118,-0.02735744,-0.1567769,-0.117079616,0.046125375,-0.0318083,-0.12433103,-0.12081786,0.09621194,-0.094640516,-0.03078605,-0.086079806,-0.067496076,-0.025490029,-0.060505826,-0.08236776,-0.1063887,-0.14570704,0.0023872931,-0.06401744,0.08201619,0.034956615,0.00069001334,-0.21317174,-0.08071144,-0.118127376,-0.172865,0.09246682,-0.06730081,-0.07230739,0.19160683,0.015406249,-0.0024632015,0.031723563,0.00838536,-0.12560382,0.13838372,0.18842122,0.04325531,-0.06879233,-0.13352068,0.073267184,-0.017418811,-0.006060467,-0.0014365078,0.05300304,-0.023197567,0.16563933,-0.029821092,0.060860395,0.13499647,-0.046074025,0.08806386,0.15180606,0.032417286,-0.065010004,-0.07942815,0.031000433,0.22409916,-0.0051257424,0.15029484,0.12984233,-0.025394179,-0.08358201,-0.076543115,-0.058087885,0.04530308,0.18636799
102,0.07232538,0.11469944,-0.05861357,-0.07503658,-0.03539402,-0.035715897,0.1747799,0.005385851,-0.045027718,0.11576304,0.08638521,0.019495884,-0.107975535,0.037911367,0.020371621,-0.033936016,-0.06862777,-0.031245032,-0.12665074,-0.08258129,-0.0064283684,0.049880277,-0.0013413602,0.05514308,-0.042554975,-0.0761273,-0.09716519,-0.016081251,-0.017840771,0.029545069,-0.055299856,-0.012894724,-0.016249849,-0.0565687,-0.07286081,-0.10677782,0.059459653,0.14681545,0.008498161,-0.08794916,-0.073369816,-0.09112878,-0.0013791808,-0.05650606,0.02821095,0.05884185,-0.008909286,0.014025698,-0.15296915,0.015172409,0.010466975,0.055528693,-0.112120666,-0.10456308,0.02939499,0.095044605,0.12393758,-0.122788355,-0.10734701,-0.14285445,-0.04231421,-0.016103055,-0.14420417,-0.103605255,0.038151912,-0.016417207,-0.098023936,-0.11174994,0.079128504,-0.09065093,-0.023956291,-0.07802886,-0.05823178,-0.03295778,-0.0487452,-0.06298854,-0.096119806,-0.12271408,-0.0005172405,-0.058123764,0.063946225,0.030514592,0.006700584,-0.18483171,-0.06499981,-0.09896965,-0.14866236,0.08327491,-0.04605239,-0.06518578,0.17445076,0.021804212,0.00033158017,0.028657135,0.017256921,-0.10335949,0.12142284,0.15513997,0.03727892,-0.063194305,-0.11333351,0.053790912,-0.004060937,-0.01619344,-0.006081368,0.047412146,-0.021943651,0.14872706,-0.037562605,0.06371092,0.11540857,-0.042125296,0.069758736,0.14107478,0.023730434,-0.065806545,-0.06687257,0.024081685,0.19150928,-0.0029200509,0.13808435,0.101803064,-0.019340616,-0.06242317,-0.06941229,-0.056417856,0.040972933,0.1646966
103,0.08387434,0.13790067,-0.06915167,-0.083015166,-0.04072686,-0.04249648,0.20082186,0.01418824,-0.051838744,0.13866128,0.10349711,0.024824737,-0.12831971,0.05074114,0.021126036,-0.047665227,-0.07894499,-0.031502236,-0.1378994,-0.09364299,-0.0027450507,0.047218706,-0.0069609066,0.06740452,-0.05212604,-0.09751545,-0.11282479,-0.02288106,-0.011780859,0.033601847,-0.059648838,-0.0037089044,-0.02188178,-0.07784138,-0.0853608,-0.13439988,0.06251881,0.17465423,0.0005809603,-0.10763055,-0.086116225,-0.10492966,0.0012096743,-0.0684127,0.044879135,0.057609577,-0.012948979,0.013178385,-0.16895525,0.010532562,0.020105423,0.061611135,-0.11760805,-0.110039726,0.020750856,0.12237589,0.14215207,-0.13605313,-0.12635276,-0.16959538,-0.06288006,-0.030967228,-0.1613211,-0.113655694,0.040909003,-0.018942215,-0.12375272,-0.12496678,0.09426085,-0.10233634,-0.03375561,-0.092358015,-0.06379182,-0.03293459,-0.061888516,-0.073250726,-0.10494076,-0.13965559,0.009784868,-0.06198699,0.07437339,0.044355392,-0.0015050325,-0.21605055,-0.08350206,-0.11841707,-0.1675179,0.094417214,-0.06450179,-0.07217354,0.19934507,0.022681091,0.008514048,0.025125021,0.0057960474,-0.11738781,0.14257294,0.18397695,0.040374123,-0.075233795,-0.13979396,0.05769374,-0.01420568,-0.019593643,-0.014070942,0.05816241,-0.02005982,0.17365375,-0.03952869,0.07317582,0.12603629,-0.04671506,0.08177666,0.15916923,0.034443974,-0.066175155,-0.06864691,0.037388977,0.2239499,-0.011247674,0.15847537,0.13086316,-0.034751408,-0.07199806,-0.081518605,-0.057083737,0.04748855,0.18175182
104,0.078786224,0.13892984,-0.059073817,-0.09598125,-0.0348629,-0.03823762,0.19907442,0.005433271,-0.06374607,0.1406048,0.10920068,0.024316581,-0.13362262,0.040245168,0.011368749,-0.03980888,-0.08774959,-0.028179556,-0.13507786,-0.106884345,-0.0057862587,0.041249253,0.0014996243,0.054343548,-0.040266458,-0.0968705,-0.11330111,-0.018278683,-0.010695759,0.033576388,-0.070180535,-0.009007944,-0.023286125,-0.07474027,-0.090189524,-0.13369513,0.072369754,0.17939186,0.0042611654,-0.10065274,-0.07743112,-0.112302065,-0.005914371,-0.07329324,0.044476476,0.06504579,-0.011866577,0.017851017,-0.17598194,0.020905562,0.011313425,0.061246023,-0.117580794,-0.10560184,0.025627023,0.12059169,0.13149872,-0.13700363,-0.12245112,-0.18266998,-0.05998878,-0.020500649,-0.16536409,-0.122877546,0.043734394,-0.025847616,-0.12816487,-0.1332929,0.092755765,-0.096247606,-0.03495136,-0.08574938,-0.06605096,-0.02579694,-0.048892137,-0.07520741,-0.11473003,-0.14970656,0.0008254855,-0.058044337,0.08793548,0.03579295,0.0062413,-0.21412475,-0.08073013,-0.11164975,-0.1680159,0.09086545,-0.060271285,-0.06071899,0.20224178,0.020071479,-0.0013342671,0.027718244,0.015711827,-0.12557791,0.14982812,0.19231884,0.043415073,-0.068722345,-0.1463726,0.066799045,-0.016553879,-0.017215999,-0.008729587,0.04706424,-0.018749518,0.16618519,-0.04442712,0.07335332,0.13684274,-0.044229034,0.09159616,0.15888453,0.021902302,-0.07421592,-0.07430908,0.035074245,0.21561329,-0.009355715,0.15348285,0.13452074,-0.031243652,-0.07385636,-0.07741968,-0.06531901,0.03519536,0.17808849
105,0.07263683,0.12416207,-0.06438128,-0.08616741,-0.03580881,-0.040588755,0.19438829,0.011303195,-0.06458813,0.123890996,0.09792656,0.032273095,-0.12637419,0.037071187,0.012223425,-0.038138285,-0.0738954,-0.038183067,-0.13813752,-0.097021475,-0.00023249366,0.042671338,0.003497813,0.05341449,-0.041580144,-0.09345987,-0.10726483,-0.02813691,-0.009416464,0.03512675,-0.057722908,-5.8121033e-05,-0.018696023,-0.07637777,-0.08679563,-0.1364798,0.063598186,0.17278191,0.0069499174,-0.10810734,-0.075484835,-0.09992178,-0.010776603,-0.069078974,0.039867792,0.06613428,-0.011365229,0.01572931,-0.16153643,0.02211085,0.012888731,0.054719646,-0.12748471,-0.10552488,0.022940854,0.11743748,0.12983406,-0.12631176,-0.12042107,-0.17593673,-0.058511686,-0.021604305,-0.15847233,-0.118068516,0.05003025,-0.019353863,-0.11113157,-0.117051885,0.09851943,-0.0953783,-0.03064102,-0.09446683,-0.056590967,-0.036393847,-0.057633065,-0.07068531,-0.10784807,-0.14734761,0.012632729,-0.060175315,0.07930684,0.034780122,-0.0045647337,-0.19999392,-0.08344249,-0.11295085,-0.16599926,0.086762354,-0.061000623,-0.07072364,0.19351366,0.017492782,0.007967632,0.016524151,0.0052536004,-0.111217946,0.13313322,0.17570767,0.035330962,-0.06964081,-0.13706756,0.05744152,-0.005568095,-0.011432761,-0.01096899,0.05812347,-0.02048459,0.1705807,-0.044244733,0.06524484,0.12726855,-0.05009681,0.07470167,0.1463911,0.019318342,-0.07498643,-0.0708735,0.039261334,0.22068353,0.001812318,0.14976165,0.12962663,-0.035015445,-0.07164174,-0.07501717,-0.062842704,0.040046945,0.17657481
106,0.081212655,0.12915596,-0.06733468,-0.08779086,-0.044949245,-0.04398945,0.21646014,0.0045762067,-0.067102686,0.14459443,0.1090321,0.024937365,-0.13902102,0.053775154,0.012499215,-0.04294166,-0.080325104,-0.03154083,-0.14077607,-0.10847785,-0.001304635,0.052249376,-0.0019795704,0.06423209,-0.040391088,-0.09442867,-0.1181579,-0.028837746,-0.023256194,0.041212242,-0.06432231,-0.0041392385,-0.026419071,-0.07732111,-0.08522183,-0.13341467,0.06841117,0.17788388,0.008980333,-0.10514267,-0.08735694,-0.10635051,-0.013336063,-0.07002488,0.044264015,0.058287576,-0.013460305,0.010828851,-0.17441876,0.017234787,0.011360776,0.060854457,-0.13261737,-0.11727224,0.028318701,0.11650743,0.14456104,-0.1471771,-0.11784998,-0.18677528,-0.0626665,-0.026557058,-0.1602169,-0.11413454,0.051293667,-0.028192315,-0.12936419,-0.13300917,0.09814697,-0.10170913,-0.034635935,-0.09282016,-0.06082322,-0.030798102,-0.062085565,-0.07151477,-0.11680021,-0.1469424,0.005700529,-0.057926957,0.083310574,0.038299266,-0.0009677222,-0.213739,-0.07450177,-0.12074597,-0.16626815,0.09390558,-0.065173104,-0.07654259,0.19466263,0.028569309,-0.00091434526,0.022232484,0.01535089,-0.121556155,0.14898445,0.19235106,0.032586522,-0.06372112,-0.13988535,0.06944636,-0.015799865,-0.01527371,-0.0084160445,0.04839883,-0.024296325,0.1731431,-0.043459844,0.07713856,0.13683169,-0.04133513,0.08984352,0.1580392,0.029484645,-0.0706354,-0.06778872,0.037956506,0.22186936,0.0034801872,0.1630136,0.12738945,-0.027308548,-0.08261205,-0.075407006,-0.057753403,0.0367289,0.19354378
